account,emotion,count
Richard_WallaceHorse1979,negative,7
Richardson1973,negative,1
RichardsonLion2015,negative,4
RichardsonLion2015,positive,1
Rickard39,negative,13
RickyGuapoT,negative,7
RiegelMouse72,negative,7
RiegelMouse72,positive,1
Risky3Roy,negative,1
Rivera1995,negative,14
Robert13,negative,6
Robert13,neutral,1
Robert13,positive,1
Robert1952,negative,9
Robert2017,negative,11
Robert2017,neutral,1
Robert2018B,negative,3
Robert51,negative,6
Robert56G,negative,3
Robert86Harvey,negative,2
Robert86Harvey,positive,1
RobertBear1987,negative,9
RobertBear1987,positive,3
RobertCandidC,negative,12
RobertCat2,negative,13
RobertCat2,neutral,1
RobertCat2,positive,2
RobertCat51,negative,10
RobertCat51,neutral,1
RobertCat51,positive,1
RobertCleverCampbell,negative,11
RobertCleverCampbell,neutral,1
RobertCleverCampbell,positive,2
RobertDarkObrian,negative,2
RobertFamousV,negative,8
RobertFamousV,positive,1
RobertWhale11,negative,6
RobertWhale11,positive,1
Robert_HolmanDog37,negative,7
Robert_HolmanDog37,neutral,1
Robert_HolmanDog37,positive,1
Robert_MancusoOctopus79,negative,8
Robert_Marrero56,negative,4
Robert_Marrero56,positive,1
Robert_Miller33,negative,10
Robert_MoorefieldCat1981,negative,8
Robert_MoorefieldCat1981,neutral,2
Robert_MoorefieldCat1981,positive,1
Robert_RobertsonLion1978,negative,4
Robert_Rollo68,negative,5
Robert_Shumock2008,negative,1
Robert_Shumock2008,positive,1
Robert_StephensBear90,negative,5
Robert_StephensBear90,neutral,1
Robert_StephensBear90,positive,1
RobertaBusySether,negative,2
Roberts1984,negative,3
RobertsBear94,negative,4
RobertsonCat14,negative,6
RobertsonCat14,positive,1
RobinsonBear1980,negative,13
Rochelle1997,negative,6
Rochelle1997,positive,1
RockyBusyA,negative,5
RockyBusyA,neutral,1
RockyFlame,negative,7
Rodney14Thomas,negative,3
Rodney14Thomas,neutral,2
RodriguezBird2,negative,12
RodriguezBird2,neutral,1
RodriguezBird2,positive,1
RogerBird79,negative,4
RogerHorse1955,negative,17
RogerHorse1955,positive,2
Roger_Duke1955,negative,6
Roger_Duke1955,positive,1
Rogers1971,negative,11
Roma_CarrierBear87,negative,5
Ronald15Wooten,negative,9
Ronald15Wooten,neutral,1
Ronald15Wooten,positive,3
Ronald1961T,negative,6
Ronald1961T,neutral,1
RonaldFleetA,negative,6
RonaldFuriousLevel,negative,3
RonaldFuriousLevel,positive,1
Ronda_Bermudez32,negative,4
Ronda_Bermudez32,neutral,3
Roni_Stoner56,negative,6
Roni_Stoner56,neutral,2
Roni_Stoner56,positive,1
RooseveltDog1991,negative,1
Rosa1954Needles,negative,8
Rosa1954Needles,positive,1
Rosanna62M,negative,6
Rosanna62M,neutral,1
Rosanna62M,positive,1
RoseWyatt,negative,15
Rose_ReyesWhale29,negative,3
Rosemary_RauthWhale12,negative,7
Rosemary_RauthWhale12,neutral,1
RosesAreTheBestFlower,negative,2
RosesAreTheBestFlower,neutral,1
Rowden1993,negative,6
RubenHorse17,negative,5
Rubottom2003,negative,1
Runner23,negative,9
RunningTree,negative,12
RunningTree,neutral,1
RunningTree,positive,1
RunsAaronFish,negative,6
RunsAllenMouse,negative,3
RunsAllenMouse,positive,1
RunsAllisonOctopus,negative,4
RunsAllisonOctopus,neutral,1
RunsAllisonOctopus,positive,2
RunsAngelaDog,negative,5
RunsAnthony_TranBear,negative,22
RunsAron_ArtmanFish,negative,3
RunsBlanchardWhale,negative,5
RunsBlanchardWhale,positive,1
RunsBrandyLion,negative,15
RunsBrandyLion,positive,1
RunsBrian_ThibodeauxBear,negative,8
RunsBrian_ThibodeauxBear,positive,1
RunsBrooksFish,negative,3
RunsCalebOctopus,negative,2
RunsClarenceFish,negative,4
RunsClarenceFish,positive,1
RunsCombsCat,negative,4
RunsCombsCat,neutral,1
RunsCombsCat,positive,1
RunsContosBird,negative,20
RunsContosBird,neutral,1
RunsContosBird,positive,3
RunsCorrieWhale,negative,8
RunsCorrieWhale,positive,1
RunsDarleneCat,negative,15
RunsDarleneCat,neutral,1
RunsDarleneCat,positive,1
RunsDavidCat,negative,4
RunsDawn_ConnerCat,negative,9
RunsDawn_ConnerCat,neutral,1
RunsDawn_ConnerCat,positive,2
RunsDella_RiveraFish,negative,3
RunsDonna_MartinCat,negative,1
RunsDonna_MartinCat,positive,2
RunsEllenDog,negative,6
RunsEllenDog,neutral,1
RunsElnora_JonesHorse,negative,3
RunsEric_HutchisonBird,negative,1
RunsEric_HutchisonBird,neutral,1
RunsFelicitasBird,negative,6
RunsFisherCat,negative,10
RunsFlor_AllenFish,negative,13
RunsFrances_MeaderBird,negative,10
RunsFrances_MeaderBird,positive,1
RunsFrancis_HowardOctopus,negative,10
RunsFrancis_HowardOctopus,neutral,2
RunsFrancis_HowardOctopus,positive,1
RunsFrancisco_MetayerDog,negative,6
RunsFrancisco_MetayerDog,positive,1
RunsGarciaLion,negative,4
RunsGarciaLion,neutral,1
RunsGladys_KennedyHorse,negative,4
RunsGladys_KennedyHorse,neutral,1
RunsGradyCat,negative,2
RunsGradyCat,positive,1
RunsGraigBird,negative,4
RunsHammondWhale,negative,9
RunsHammondWhale,neutral,1
RunsHelenBird,negative,8
RunsHelenBird,positive,1
RunsHoodHorse,negative,5
RunsHoodHorse,neutral,1
RunsHowardCat,negative,2
RunsHuntCat,negative,13
RunsHuntCat,neutral,1
RunsHuntCat,positive,2
RunsJamesFish,negative,3
RunsJamesFish,neutral,1
RunsJarrettDog,negative,2
RunsJarrettDog,neutral,1
RunsJasonCat,negative,5
RunsJeanne_BuchananBird,negative,14
RunsJeanne_BuchananBird,positive,2
RunsJohn_DeleonOctopus,negative,4
RunsJohn_GibbyBear,negative,5
RunsJohn_GibbyBear,neutral,2
RunsJohn_HoustonOctopus,negative,7
RunsJorge_HathawayLion,negative,7
RunsJorge_HathawayLion,positive,2
RunsJuliaOctopus,negative,5
RunsJuliaOctopus,neutral,1
RunsJustinDog,negative,9
RunsJustinDog,positive,2
RunsKaren_GallegosHorse,negative,3
RunsKathy_TysonLion,negative,5
RunsKathy_TysonLion,positive,1
RunsKeithleyFish,negative,6
RunsKeithleyFish,positive,1
RunsKerry_CouchDog,negative,16
RunsKerry_CouchDog,neutral,2
RunsKerry_CouchDog,positive,1
RunsKerry_HernandezCat,negative,5
RunsKerry_HernandezCat,positive,1
RunsKris_PedersonFish,negative,5
RunsLamonicaWhale,negative,2
RunsLamonicaWhale,positive,1
RunsLeahDog,negative,5
RunsLeahDog,neutral,2
RunsLlewellynBird,negative,5
RunsMargaret_FrancoDog,negative,11
RunsMargaret_FrancoDog,neutral,1
RunsMargo_BiermannHorse,negative,12
RunsMargo_BiermannHorse,positive,1
RunsMarilynCat,negative,14
RunsMatthewFish,negative,4
RunsMatthewFish,positive,2
RunsMavisDog,negative,10
RunsMavisDog,neutral,2
RunsMeyerOctopus,negative,12
RunsMeyerOctopus,neutral,1
RunsMeyerOctopus,positive,1
RunsMicheleCat,negative,6
RunsMicheleCat,neutral,1
RunsMicheleCat,positive,1
RunsMorgonMouse,negative,1
RunsMorgonMouse,positive,1
RunsObrienCat,negative,5
RunsOctaviaLion,negative,8
RunsOctaviaLion,positive,3
RunsPatriciaOctopus,negative,7
RunsPatriciaOctopus,positive,2
RunsRenata_DudleyDog,negative,5
RunsRichterLion,negative,8
RunsRonald_AngelCat,negative,4
RunsRonnie_MapstonWhale,negative,13
RunsSerenaBird,negative,9
RunsSerenaBird,positive,1
RunsSharon_CrossOctopus,negative,12
RunsSimsOctopus,negative,7
RunsSmithOctopus,negative,8
RunsSmithOctopus,neutral,1
RunsSybertLion,negative,5
RunsTaylorMouse,negative,5
RunsTaylorMouse,neutral,1
RunsThomasDog,negative,12
RunsThomasDog,positive,1
RunsThompsonMouse,negative,6
RunsThompsonMouse,positive,1
RunsTraceyWhale,negative,3
RunsVeronica_KinneyOctopus,negative,4
RunsVeronica_KinneyOctopus,neutral,2
RunsVeronica_KinneyOctopus,positive,3
RunsVillalpandoWhale,negative,2
RunsVillalpandoWhale,positive,1
RunsVinceBear,negative,7
RunsVinceBear,positive,1
RunsWaltersDog,negative,4
RunsWarkentinCat,negative,5
RunsWarkentinCat,neutral,1
RunsWarkentinCat,positive,1
RunsWilliamFish,negative,6
RunsWilliamFish,neutral,1
RunsWitterBear,negative,7
RunsWitterBear,positive,2
Russell1988,negative,8
Russell1988,positive,1
Ruth1956Washington,negative,8
Ruth1956Washington,neutral,1
Ruth_MansellFish42,negative,3
Ruth_MansellFish42,neutral,1
Ryan2011,negative,15
Rydberg89,negative,14
Rydberg89,positive,3
S1958Abrams,negative,4
S1958Abrams,neutral,1
S1958Abrams,positive,1
S1973Osborn,negative,8
S1973Osborn,positive,1
S1978Huston,negative,4
S1978Huston,neutral,1
S2016Rudnicki,negative,6
S38Salano,negative,5
S38Salano,positive,1
S60Estep,negative,8
S60Estep,neutral,1
SAttentativeB,negative,9
SAttentativeSmithey,negative,14
SAttentativeSmithey,neutral,2
SAttentativeSmithey,positive,1
SAttentativeT,negative,10
SAttentativeT,positive,1
SBusyJames,negative,11
SBusyJames,neutral,1
SBusyJames,positive,2
SBusyJensen,negative,10
SBusyJensen,neutral,1
SBusyJensen,positive,1
SCandidHanes,negative,11
SCandidHanes,neutral,1
SCandidHanes,positive,1
SCleverGraham,negative,11
SCuriousM,negative,10
SFamousM,negative,10
SFamousM,positive,1
SFastTemple,negative,14
SFastThompson,negative,10
SFastThompson,neutral,2
SFastThompson,positive,1
SFleetBarnes,negative,6
SFleetBarnes,neutral,1
SFleetBlumenthal,negative,9
SFleetBlumenthal,neutral,2
SFleetBlumenthal,positive,2
SFleetKelly,negative,7
SFuriousUrquhart,negative,10
SFuriousUrquhart,positive,1
SLazyCamire,negative,3
SLazyCamire,neutral,1
SObnoxiousMcdonald,negative,3
SObnoxiousWhite,negative,7
STallGray,negative,1
STallGray,positive,1
SalazarFish1980,negative,2
Salgado71,negative,6
Salgado71,neutral,1
SallyBusyP,negative,5
Sam1969Dempsey,negative,2
Sam1969Dempsey,neutral,1
SamObnoxiousWare,negative,14
Sammythegreat,neutral,1
Samuel1951,negative,7
Samuel30,negative,1
Samuel81A,negative,5
Samuel81A,positive,1
Samuel_Danielsen36,negative,3
Samuel_Danielsen36,positive,1
Sandoval1980,negative,3
Sandoval1980,positive,1
Sandra84H,negative,2
SandraCat1979,negative,10
SandraCat1979,neutral,1
SandraWhale41,negative,9
SandraWhale41,neutral,1
SandraWhale41,positive,1
Sandra_Houston34,negative,8
Sandra_Houston34,neutral,1
Santos93,negative,9
Santos93,neutral,1
Santos93,positive,2
SantoyoBear2014,negative,6
SantoyoBear2014,positive,1
Sara1964Monaghan,negative,14
Sara2002C,negative,8
Sara2002C,neutral,1
Sara_LoucksCat77,negative,7
Sarah2017B,negative,4
Sarah2017B,neutral,1
Sarah2017B,positive,1
Sarah51Chan,negative,7
Sarah51Chan,neutral,2
Sarah51Chan,positive,2
SarahFamousM,negative,5
SarahFamousM,neutral,1
SarahFamousM,positive,1
SarahOctopus25,negative,2
Sarah_BradleyWhale89,negative,4
Sarah_CarpenterMouse83,negative,4
Sarah_Cloutier20,negative,17
Sarah_Maloney1957,negative,7
Sarah_Maloney1957,neutral,2
Sarah_Peters1997,negative,6
Sarah_Peters1997,positive,1
Sarah_Swisher1972,negative,5
Sarah_Swisher1972,neutral,2
Sarah_Swisher1972,positive,1
SarkisBird88,negative,6
Savannah_ValentinHorse83,negative,4
SchaferOctopus1989,negative,1
SchlemmerDog1970,negative,2
SchmidtBird1964,negative,11
SchmidtBird1964,neutral,1
SchmidtBird1964,positive,3
SchmidtLion51,negative,3
SchockDog80,negative,3
SchockDog80,positive,1
Scoles2019,negative,2
Scoles2019,positive,2
Scott2010,negative,8
Scott2010,neutral,1
Scott2010,positive,2
ScottSmartToupin,negative,13
ScottSmartToupin,neutral,1
Sean1964Dominquez,negative,7
SeanDarkM,negative,3
SeanFastC,negative,4
SeanTallBarney,negative,7
SeanTallBarney,neutral,1
Sean_Dunaway1990,negative,8
Sean_Dunaway1990,neutral,1
SelmaLion50,negative,9
SelmaLion50,neutral,2
SelmaLion50,positive,2
Sergio85D,negative,10
Sergio85D,neutral,1
Sergio85D,positive,3
SertsBlanket,negative,1
SewerDept,negative,1
Shaffer2004,negative,17
Shaffer2004,neutral,1
Shallenberger96,negative,6
Shane_Tartaglia7,negative,19
Shane_Tartaglia7,neutral,1
Shane_Tartaglia7,positive,1
Shannon1993Smith,negative,2
Shannon8Odonnell,negative,2
ShannonFamousKramer,negative,7
ShannonFamousKramer,positive,2
Shannon_Black1953,negative,18
Shannon_Black1953,neutral,1
Sharon94,negative,7
SharonMouse55,negative,11
SharonMouse55,positive,2
Sharon_BrancoCat13,negative,5
SharondaLion38,negative,12
SharondaLion38,neutral,2
SharondaLion38,positive,1
SharpKnive,negative,1
SharronWileyM,negative,10
Shawn63Modlin,negative,8
Shawn63Modlin,neutral,1
Shawn63Modlin,positive,2
ShawnBear1985,negative,7
Sheila_Weichel56,negative,21
Sheila_Weichel56,positive,1
ShelleyLazyGarcia,negative,4
SheltonBear1968,negative,8
SheltonBear1968,positive,1
ShepherdMouse3,negative,1
SherOctopus1968,negative,2
SherOctopus1968,neutral,1
SherOctopus1968,positive,1
SherriLazyHernandez,negative,13
SherriLazyHernandez,neutral,1
SherryGuapoO,negative,7
SherryGuapoO,positive,1
SherylWileyWilson,negative,4
ShielaFastPatton,negative,8
ShielaFastPatton,neutral,1
Shirley1973,negative,2
Shirley30Donohue,negative,10
Shirley30Donohue,positive,1
ShirleyDog68,negative,15
ShirleyDog68,neutral,3
Shirley_Dong19,negative,4
Shirley_Johnson1969,negative,6
Shirley_Johnson1969,neutral,1
Shirley_LancasterBird34,negative,10
Shirley_LancasterBird34,positive,1
SimplySam,negative,1
Simpson2002,negative,5
Sirena48,negative,9
Sirena48,neutral,1
SlimRodents2,negative,1
SlusserMouse2002,negative,3
SlusserMouse2002,neutral,1
SmartABread,negative,9
SmartABread,neutral,1
SmartABread,positive,2
SmartACandy52,negative,4
SmartACouch,negative,6
SmartACouch86,negative,10
SmartACouch86,positive,1
SmartAIcecream44,negative,14
SmartAIcecream44,neutral,1
SmartALight,negative,3
SmartAcostaBowl27,negative,9
SmartAcostaBowl27,positive,1
SmartAlejandroPlate,negative,2
SmartAlejandroPlate,positive,1
SmartAlvaradoLight,negative,8
SmartAlvaradoLight,neutral,1
SmartAndersonHouse,negative,3
SmartArakakiBowl2013,negative,8
SmartArakakiBowl2013,neutral,1
SmartArakakiBowl2013,positive,1
SmartArleneCouch,negative,7
SmartBBowl80,negative,8
SmartBBowl80,neutral,1
SmartBBowl80,positive,2
SmartBBread,neutral,1
SmartBCar2013,negative,5
SmartBCar2013,positive,1
SmartBCouch,negative,11
SmartBCouch,positive,1
SmartBLight63,negative,4
SmartBLight63,positive,2
SmartBPlate1993,negative,14
SmartBPlate1993,positive,3
SmartBeachamIcecream1998,negative,4
SmartBowlBaker,negative,9
SmartBowlCharlene_Shaw,negative,10
SmartBowlCharlene_Shaw,neutral,1
SmartBowlCharlene_Shaw,positive,2
SmartBowlSmith,negative,5
SmartBowlSmith,neutral,1
SmartBowlSmith,positive,1
SmartBreadErin_Cable,negative,8
SmartBreadErin_Cable,positive,1
SmartBreadErnest,negative,5
SmartBreadErnest,neutral,1
SmartBreadJimmy,negative,10
SmartBreadJimmy,neutral,1
SmartBreadKim,negative,1
SmartBreadKim,positive,1
SmartBreadLawson,negative,4
SmartBreadLawson,neutral,1
SmartBreadRyan,negative,11
SmartBreadRyan,neutral,1
SmartBreadRyan,positive,1
SmartCBanana1959,negative,5
SmartCCouch58,negative,7
SmartCCouch58,neutral,1
SmartCLight,negative,3
SmartCLight,positive,2
SmartCalvertLight,negative,3
SmartCalvertLight,neutral,1
SmartCandyCrutchfield,negative,9
SmartCandyCrutchfield,neutral,2
SmartCandyCrutchfield,positive,2
SmartCandyHarris,negative,9
SmartCandyHarris,neutral,1
SmartCandyJames_Thomas,negative,9
SmartCandyJames_Thomas,positive,1
SmartCandyRoberto_Morelli,negative,20
SmartCandyRoberto_Morelli,positive,2
SmartCarEdward,negative,9
SmartCarEdward,positive,4
SmartCarLisa,negative,6
SmartCarLisa,neutral,2
SmartCarPhilip_Hargrave,negative,5
SmartCarRoy,negative,5
SmartCarShane_Harvey,negative,4
SmartCastanedaCandy76,negative,3
SmartCastanedaCandy76,positive,1
SmartClarkHouse72,negative,8
SmartClarkHouse72,neutral,2
SmartCouchChristina,negative,9
SmartDBowl,negative,6
SmartDBowl,positive,1
SmartDCandy,negative,8
SmartDCandy,neutral,3
SmartDHouse55,negative,1
SmartDPlate21,negative,14
SmartDavisBanana1978,negative,7
SmartECandy,negative,10
SmartEdithBread,negative,9
SmartEllisonBread34,negative,2
SmartFBowl12,negative,5
SmartFBowl12,neutral,1
SmartFBowl12,positive,1
SmartFCar,negative,36
SmartFCar,neutral,1
SmartFCar,positive,4
SmartFIcecream,negative,7
SmartFontainePlate1996,negative,8
SmartFontainePlate1996,neutral,1
SmartFontainePlate1996,positive,1
SmartFrankPlate,negative,6
SmartFuchsBowl,negative,3
SmartFuchsBowl,neutral,1
SmartFulkerBanana2013,negative,10
SmartFulkerBanana2013,positive,1
SmartGBread,negative,2
SmartGBread,neutral,1
SmartGCar,negative,14
SmartGCar,neutral,1
SmartGCar,positive,1
SmartGPlate1965,negative,6
SmartGartnerCouch87,negative,2
SmartGartnerCouch87,positive,1
SmartGroseHouse83,negative,6
SmartGroseHouse83,positive,2
SmartHCandy1995,negative,10
SmartHCouch,negative,10
SmartHCouch,neutral,1
SmartHCouch,positive,1
SmartHLight,negative,7
SmartHarrisBread96,negative,6
SmartHarrisBread96,positive,1
SmartHouseAndrea_Dessert,negative,3
SmartHouseEllen_Thornton,negative,13
SmartHouseEllen_Thornton,neutral,1
SmartHouseEllen_Thornton,positive,2
SmartHouseParker,negative,3
SmartHouseTrout,negative,3
SmartHouseWalter,negative,2
SmartHoyBowl,negative,11
SmartHoyBowl,neutral,1
SmartHoyBowl,positive,4
SmartIcecreamBrian,negative,12
SmartIcecreamPein,negative,7
SmartIcecreamPein,neutral,1
SmartIcecreamPein,positive,1
SmartIsabellaBanana,negative,9
SmartJBowl,negative,23
SmartJBowl,neutral,2
SmartJBowl,positive,1
SmartJBread,negative,2
SmartJCandy,negative,5
SmartJCandy,neutral,2
SmartJCandy,positive,2
SmartJCouch,negative,19
SmartJCouch,neutral,2
SmartJHouse1985,negative,17
SmartJHouse1985,neutral,1
SmartJHouse1985,positive,2
SmartJLight,negative,21
SmartJamesCar,negative,17
SmartJamesIcecream,negative,8
SmartJamesIcecream,neutral,1
SmartJamesIcecream,positive,2
SmartJanuaryLight,negative,3
SmartJanuaryLight,positive,1
SmartJessicaCar,negative,8
SmartJessicaCar,positive,2
SmartJorgensenBowl48,negative,10
SmartJorgensenBowl48,positive,2
SmartKCandy,negative,15
SmartKCandy,neutral,1
SmartLCouch1950,negative,13
SmartLCouch1950,positive,1
SmartLHouse,negative,3
SmartLHouse,positive,1
SmartLarsonBowl1953,negative,14
SmartLightLeven,negative,12
SmartLightLeven,positive,2
SmartMBread,negative,3
SmartMBread,positive,1
SmartMCandy,negative,15
SmartMCandy,neutral,1
SmartMCouch,negative,7
SmartMCouch,neutral,1
SmartMCouch,positive,1
SmartMLight,negative,5
SmartMacleodCandy19,negative,4
SmartManuelIcecream,negative,6
SmartManuelIcecream,positive,1
SmartMaryBowl,negative,1
SmartMaryBowl,neutral,1
SmartMaryBowl,positive,1
SmartMelvinHouse,negative,4
SmartMelvinHouse,neutral,1
SmartMyersHouse,negative,15
SmartMyersHouse,positive,2
SmartNBread,negative,3
SmartNBread,positive,1
SmartNCouch,negative,4
SmartNewmanBread,negative,2
SmartNewmanBread,neutral,1
SmartNickersonIcecream,negative,4
SmartNosekIcecream63,negative,11
SmartNosekIcecream63,positive,1
SmartPCar,negative,6
SmartPaulLight,negative,12
SmartPaulLight,positive,1
SmartPierceBread,negative,18
SmartPierceBread,positive,1
SmartPlateGabriel_Cheeks,negative,11
SmartPlateKane,negative,10
SmartPlateKane,neutral,1
SmartPlateKane,positive,1
SmartPlateMaria_Mccann,negative,7
SmartPlateMaria_Mccann,positive,2
SmartPlateRobert,negative,7
SmartPlateRobert,neutral,2
SmartPlateRobert,positive,1
SmartPlateWoody,negative,8
SmartRBowl,negative,10
SmartRBowl,neutral,1
SmartRBowl,positive,2
SmartRCouch,negative,8
SmartRCouch,neutral,1
SmartRHouse,negative,8
SmartRailsbackIcecream2016,negative,2
SmartRailsbackIcecream2016,positive,1
SmartRedmanHouse,negative,4
SmartRedmanHouse,neutral,1
SmartRodneyPlate,negative,12
SmartRussottiHouse69,negative,7
SmartRussottiHouse69,positive,1
SmartSBread25,negative,7
SmartSBread25,positive,1
SmartSIcecream15,negative,12
SmartSIcecream15,neutral,1
SmartSLight1990,negative,13
SmartSanchezBowl1956,negative,4
SmartSanchezBowl1956,positive,1
SmartSanchezCouch2008,negative,7
SmartStephanyHouse,negative,3
SmartStephanyHouse,neutral,1
SmartStephanyHouse,positive,1
SmartTaylorCandy,negative,4
SmartTaylorCandy,positive,1
SmartThomasHouse,negative,10
SmartVelazquezCandy,negative,5
SmartWBread,negative,18
SmartWBread,neutral,1
SmartWBread,positive,1
SmartWBread39,negative,3
SmartWCandy,neutral,1
SmartWCar,negative,3
SmartWCar15,negative,4
SmartWCar95,negative,5
SmartWhiteCandy,negative,3
SmartWilliamsCar21,negative,5
SmartWilliamsCar21,positive,1
Smith1968,negative,3
Smith1968,positive,1
Smith1985,negative,2
SmithBear68,negative,6
SmithBear68,neutral,1
SmithBird1977,negative,10
SmithBird1977,positive,1
SmithDog24,negative,2
SmithOctopus2013,negative,2
SmithOctopus2013,neutral,1
SmithWhale61,negative,16
SmithWhale61,positive,2
SmithersDog34,negative,13
SmithersDog34,neutral,1
SmithersDog34,positive,2
SoLongAndThanksForAllTheWhales,negative,1
Social media handle,negative,2
Social media handle,neutral,1
Sondra_DaltonOctopus21,negative,1
SonjaBear2015,negative,7
SonjaBear2015,neutral,1
SophiaSmartLaurie,negative,5
SophiaSmartLaurie,neutral,1
SophistiCat,negative,7
Sorensen52,negative,4
SpareTimes,negative,1
Spinney49,negative,10
St Himark Human Resources Dept.,negative,1
St Himark Parks Department,negative,1
StHimarkMuseum,neutral,1
StHimarkMusicFest,negative,1
StaceyBird1980,negative,7
StaceyBird1980,neutral,3
Stacey_MitchellWhale31,negative,19
Stacey_MitchellWhale31,positive,1
Stamper2014,negative,3
Stamper2014,neutral,1
Stamper2014,positive,1
Stancil6,negative,4
StanfordCat43,negative,4
Stanley_DonnellDog1989,negative,10
Stanley_DonnellDog1989,positive,2
SteinbeckDog94,negative,4
StephanieBear1963,negative,5
StephanieBear1963,neutral,1
Stephen1B,negative,5
Stephen1B,neutral,1
Stephen55Vanos,negative,8
Stephen55Vanos,neutral,1
StephenWileyRobinson,negative,7
StephenWileyRobinson,positive,1
Stephen_JohnsonBear2002,negative,1
SteveWhale1998,negative,11
SteveWhale1998,neutral,1
SteveWhale1998,positive,2
StevenCat52,neutral,1
StevenDog12,negative,6
StevenHorse1965,negative,19
StevenHorse1965,neutral,1
StevenHorse1965,positive,1
StevenObnoxiousArrington,negative,5
Steven_BoyceWhale87,negative,22
Steven_BoyceWhale87,positive,2
Steven_Zook24,negative,5
Steven_Zook24,positive,1
StewartWhale2003,negative,10
StewartWhale2003,neutral,2
Stromme1972,negative,9
Stromme1972,positive,1
StubleMouse40,negative,9
StubleMouse40,neutral,1
StubleMouse40,positive,1
Sullivan36,negative,9
Sullivan36,neutral,1
SunnyDay,negative,22
SunnyDay,neutral,1
SurfaceHorse85,negative,12
SurfaceHorse85,neutral,1
SurfaceHorse85,positive,1
Susan1955,negative,17
Susan1955,neutral,1
Susan1955,positive,1
Susan58W,negative,6
Susan58W,neutral,1
SusanDarkHoag,negative,15
SusanDarkHoag,neutral,1
SusanDarkHoag,positive,3
SusanFish1993,negative,9
SusanFleetFagerstrom,negative,3
Susan_JohnsonFish2018,negative,4
Susan_JohnsonFish2018,neutral,1
Susan_Silveri66,negative,8
Susan_Silveri66,positive,2
Susie1991A,negative,5
Susie1991A,neutral,1
SustainableDave,negative,1
SutherlandDog42,negative,11
Suzanne91,negative,2
Suzanne_RockwellWhale12,negative,14
Suzanne_RockwellWhale12,neutral,1
Suzanne_RockwellWhale12,positive,2
SwintonBird35,negative,7
SwintonBird35,neutral,1
Sylvester_Rauf2015,negative,14
Sylvester_Rauf2015,neutral,1
Sylvester_Rauf2015,positive,1
T1969Raney,negative,6
T1970Sanders,negative,4
T1970Sanders,neutral,1
T2002Murphy,negative,2
T2002Murphy,positive,1
T2007Ball,negative,15
T2013Thomas,negative,8
TAttentativeG,negative,5
TAttentativeG,neutral,1
TCandidG,negative,9
TCandidG,neutral,1
TCandidThomas,negative,4
TCleverL,negative,19
TCleverL,positive,2
TCuriousJ,negative,12
TCuriousJ,neutral,1
TCuriousJ,positive,1
TDarkFields,negative,15
TDarkFields,neutral,1
TDarkFields,positive,1
TFamousPayne,negative,3
TFamousPayne,positive,1
TFuriousBookhardt,negative,9
TFuriousBookhardt,neutral,1
TFuriousC,negative,4
TFuriousP,negative,19
TFuriousP,neutral,2
TFuriousR,negative,14
TFuriousR,positive,2
TGuapoKidwell,negative,4
TGuapoKidwell,positive,1
TLazyVoorhees,negative,10
TObnoxiousLemle,negative,15
TObnoxiousLemle,neutral,1
TObnoxiousLemle,positive,2
TSmartWard,negative,4
TSmartWard,positive,2
TVHostBrad,negative,58
TVHostBrad,neutral,3
TVHostBrad,positive,2
TWileySiegel,negative,10
TWileySiegel,positive,2
Taisha_Reed89,negative,6
Taisha_Reed89,neutral,1
TaliaLion1988,negative,20
TaliaLion1988,positive,2
TallABowl1971,negative,10
TallABowl1971,neutral,1
TallABowl1971,positive,1
TallACar,negative,4
TallAshleyHouse,negative,9
TallAshleyHouse,positive,2
TallBCar89,negative,7
TallBCar89,neutral,1
TallBCouch23,negative,5
TallBCouch23,neutral,1
TallBHouse,negative,1
TallBHouse59,negative,2
TallBananaBowen,negative,13
TallBananaJudy,negative,4
TallBananaRobert,negative,7
TallBananaRobert,neutral,1
TallBananaRobert,positive,1
TallBowlHenry,negative,9
TallBowlLeland,negative,7
TallBowlLeland,neutral,1
TallBreadAnnette,negative,6
TallBreadJoseph,negative,9
TallBreadJoseph,neutral,1
TallBreadKathy_Rodriguez,negative,2
TallBriggsCouch42,negative,8
TallCCar,negative,24
TallCCar,neutral,1
TallCCar,positive,1
TallCCouch,negative,6
TallCCouch,neutral,1
TallCLight,negative,2
TallCampbellCouch1978,negative,9
TallCarLisa,negative,8
TallCarLisa,neutral,2
TallCarYokley,negative,4
TallCarYokley,positive,1
TallCarolBread,negative,6
TallCarolBread,positive,1
TallCharityPlate,negative,5
TallChastainBread,negative,9
TallDBanana,negative,17
TallDBanana,neutral,1
TallDBanana,positive,1
TallDBread,negative,18
TallDCar61,negative,5
TallDCouch,negative,14
TallDCouch,neutral,1
TallDCouch,positive,2
TallDHouse,negative,16
TallDHouse,neutral,1
TallDekanyCandy,negative,17
TallDekanyCandy,positive,1
TallDunnCar,negative,5
TallDwayneBowl,negative,6
TallDwayneBowl,neutral,2
TallEIcecream,negative,4
TallEgglestonPlate,negative,4
TallEgglestonPlate,neutral,1
TallEllisonBanana71,negative,9
TallErnestCar,negative,8
TallEvelynCandy,negative,14
TallEvelynCandy,neutral,2
TallEvelynCandy,positive,2
TallFBanana,negative,2
TallFBanana,positive,1
TallFoncecaCandy,negative,13
TallFoncecaCandy,positive,1
TallFultzIcecream,negative,7
